longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,city,postal_code,rooms_per_household,bedrooms_per_household,bedrooms_per_room,population_per_household,ocean_proximity_INLAND,ocean_proximity_<1H OCEAN,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,ocean_proximity_ISLAND
-122.26,37.85,50.0,1120.0,283.0,697.0,264.0,2.125,140000.0,620,94609,4.242424242424242,1.071969696969697,0.2526785714285714,2.640151515151515,0,0,1,0,0
-122.27,37.85,52.0,1966.0,347.0,793.0,331.0,2.775,152500.0,69,94703,5.9395770392749245,1.0483383685800605,0.17650050864699898,2.395770392749245,0,0,1,0,0
-122.27,37.85,52.0,1228.0,293.0,648.0,303.0,2.1202,155500.0,69,94703,4.052805280528053,0.966996699669967,0.23859934853420195,2.1386138613861387,0,0,1,0,0
-122.26,37.84,50.0,2239.0,455.0,990.0,419.0,1.9911,158700.0,620,94618,5.343675417661098,1.0859188544152745,0.20321572130415363,2.3627684964200477,0,0,1,0,0
-122.27,37.84,52.0,1503.0,298.0,690.0,275.0,2.6033,162900.0,620,94608,5.465454545454546,1.0836363636363637,0.19827012641383898,2.5090909090909093,0,0,1,0,0
-122.27,37.85,40.0,751.0,184.0,409.0,166.0,1.3578,147500.0,69,94703,4.524096385542169,1.108433734939759,0.24500665778961384,2.463855421686747,0,0,1,0,0
-122.27,37.85,42.0,1639.0,367.0,929.0,366.0,1.7135,159800.0,69,94703,4.478142076502732,1.0027322404371584,0.2239170225747407,2.5382513661202184,0,0,1,0,0
-122.27,37.84,52.0,2436.0,541.0,1015.0,478.0,1.725,113900.0,620,94608,5.096234309623431,1.1317991631799162,0.22208538587848933,2.1234309623430963,0,0,1,0,0
-122.27,37.84,52.0,1688.0,337.0,853.0,325.0,2.1806,99700.0,620,94608,5.193846153846154,1.0369230769230768,0.19964454976303317,2.624615384615385,0,0,1,0,0
-122.27,37.84,52.0,2224.0,437.0,1006.0,422.0,2.6,132600.0,620,94608,5.270142180094787,1.0355450236966826,0.19649280575539568,2.3838862559241707,0,0,1,0,0
-122.28,37.85,41.0,535.0,123.0,317.0,119.0,2.4038,107500.0,69,94702,4.495798319327731,1.0336134453781514,0.22990654205607478,2.6638655462184873,0,0,1,0,0
-122.28,37.85,49.0,1130.0,244.0,607.0,239.0,2.4597,93800.0,69,94702,4.7280334728033475,1.0209205020920502,0.215929203539823,2.5397489539748954,0,0,1,0,0
-122.28,37.85,52.0,1898.0,421.0,1102.0,397.0,1.808,105500.0,69,94702,4.7808564231738035,1.0604534005037782,0.22181243414120128,2.7758186397984885,0,0,1,0,0
-122.28,37.84,50.0,2082.0,492.0,1131.0,473.0,1.6424,108900.0,620,94608,4.40169133192389,1.040169133192389,0.23631123919308358,2.3911205073995774,0,0,1,0,0
-122.28,37.84,52.0,729.0,160.0,395.0,155.0,1.6875,132000.0,620,94608,4.703225806451613,1.032258064516129,0.2194787379972565,2.5483870967741935,0,0,1,0,0
-122.28,37.84,49.0,1916.0,447.0,863.0,378.0,1.9274,122300.0,620,94608,5.068783068783069,1.1825396825396826,0.23329853862212943,2.2830687830687832,0,0,1,0,0
-122.28,37.84,52.0,2153.0,481.0,1168.0,441.0,1.9615,115200.0,620,94608,4.882086167800454,1.090702947845805,0.22340919647004182,2.6485260770975056,0,0,1,0,0
-122.27,37.84,48.0,1922.0,409.0,1026.0,335.0,1.7969,110400.0,620,94608,5.737313432835821,1.2208955223880598,0.21279916753381894,3.062686567164179,0,0,1,0,0
-122.27,37.83,49.0,1655.0,366.0,754.0,329.0,1.375,104900.0,620,94609,5.0303951367781155,1.1124620060790273,0.22114803625377644,2.291793313069909,0,0,1,0,0
-122.27,37.83,51.0,2665.0,574.0,1258.0,536.0,2.7303,109700.0,620,94609,4.972014925373134,1.0708955223880596,0.2153846153846154,2.3470149253731343,0,0,1,0,0
-122.27,37.83,49.0,1215.0,282.0,570.0,264.0,1.4861,97200.0,620,94609,4.6022727272727275,1.0681818181818181,0.23209876543209876,2.159090909090909,0,0,1,0,0
-122.27,37.83,48.0,1798.0,432.0,987.0,374.0,1.0972,104500.0,620,94609,4.807486631016043,1.1550802139037433,0.24026696329254726,2.6390374331550803,0,0,1,0,0
-122.28,37.83,52.0,1511.0,390.0,901.0,403.0,1.4103,103900.0,273,94608,3.7493796526054592,0.967741935483871,0.25810721376571805,2.235732009925558,0,0,1,0,0
-122.26,37.83,52.0,1470.0,330.0,689.0,309.0,3.48,191400.0,620,94609,4.757281553398058,1.0679611650485437,0.22448979591836735,2.2297734627831716,0,0,1,0,0
-122.26,37.83,52.0,2432.0,715.0,1377.0,696.0,2.5898,176000.0,620,94609,3.4942528735632186,1.0272988505747127,0.29399671052631576,1.978448275862069,0,0,1,0,0
-122.26,37.83,52.0,1665.0,419.0,946.0,395.0,2.0978,155400.0,620,94609,4.215189873417722,1.0607594936708862,0.25165165165165165,2.3949367088607594,0,0,1,0,0
-122.26,37.83,51.0,936.0,311.0,517.0,249.0,1.2852,150000.0,620,94609,3.7590361445783134,1.248995983935743,0.33226495726495725,2.076305220883534,0,0,1,0,0
-122.26,37.84,49.0,713.0,202.0,462.0,189.0,1.025,118800.0,620,94618,3.7724867724867726,1.0687830687830688,0.28330995792426367,2.4444444444444446,0,0,1,0,0
-122.26,37.84,52.0,950.0,202.0,467.0,198.0,3.9643,188800.0,620,94618,4.797979797979798,1.02020202020202,0.21263157894736842,2.3585858585858586,0,0,1,0,0
-122.26,37.83,52.0,1443.0,311.0,660.0,292.0,3.0125,184400.0,620,94609,4.941780821917808,1.0650684931506849,0.21552321552321552,2.26027397260274,0,0,1,0,0
-122.26,37.83,52.0,1656.0,420.0,718.0,382.0,2.6768,182300.0,620,94609,4.335078534031414,1.0994764397905759,0.2536231884057971,1.8795811518324608,0,0,1,0,0
-122.26,37.83,50.0,1125.0,322.0,616.0,304.0,2.026,142500.0,620,94609,3.700657894736842,1.0592105263157894,0.2862222222222222,2.026315789473684,0,0,1,0,0
-122.27,37.82,43.0,1007.0,312.0,558.0,253.0,1.7348,137500.0,620,94609,3.9802371541501977,1.233201581027668,0.3098311817279047,2.205533596837945,0,0,1,0,0
-122.26,37.82,40.0,624.0,195.0,423.0,160.0,0.9506,187500.0,620,94611,3.9,1.21875,0.3125,2.64375,0,0,1,0,0
-122.27,37.82,40.0,946.0,375.0,700.0,352.0,1.775,112500.0,620,94609,2.6875,1.0653409090909092,0.3964059196617336,1.9886363636363635,0,0,1,0,0
-122.27,37.82,21.0,896.0,453.0,735.0,438.0,0.9218,171900.0,620,94609,2.045662100456621,1.0342465753424657,0.5055803571428571,1.678082191780822,0,0,1,0,0
-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045,93800.0,620,94609,4.58968058968059,1.1203931203931203,0.24411134903640258,2.6068796068796067,0,0,1,0,0
-122.27,37.82,41.0,3221.0,853.0,1959.0,720.0,1.1108,97500.0,620,94609,4.473611111111111,1.1847222222222222,0.26482458863706926,2.720833333333333,0,0,1,0,0
-122.27,37.82,52.0,1630.0,456.0,1162.0,400.0,1.2475,104200.0,620,94609,4.075,1.14,0.27975460122699386,2.905,0,0,1,0,0
-122.28,37.82,52.0,1170.0,235.0,701.0,233.0,1.6098,87500.0,620,94608,5.021459227467811,1.0085836909871244,0.20085470085470086,3.0085836909871246,0,0,1,0,0
-122.28,37.82,52.0,945.0,243.0,576.0,220.0,1.4113,83100.0,620,94608,4.295454545454546,1.1045454545454545,0.2571428571428571,2.618181818181818,0,0,1,0,0
-122.28,37.82,52.0,1238.0,288.0,622.0,259.0,1.5057,87500.0,620,94608,4.77992277992278,1.111969111969112,0.23263327948303716,2.4015444015444016,0,0,1,0,0
-122.28,37.82,52.0,1489.0,335.0,728.0,244.0,0.8172,85300.0,620,94608,6.102459016393443,1.3729508196721312,0.22498321020819342,2.9836065573770494,0,0,1,0,0
-122.28,37.82,52.0,1387.0,341.0,1074.0,304.0,1.2171,80300.0,620,94608,4.5625,1.1217105263157894,0.24585436193222782,3.5328947368421053,0,0,1,0,0
-122.29,37.82,2.0,158.0,43.0,94.0,57.0,2.5625,60000.0,620,94607,2.7719298245614037,0.7543859649122807,0.2721518987341772,1.6491228070175439,0,0,1,0,0
-122.29,37.83,52.0,1121.0,211.0,554.0,187.0,3.3929,75700.0,620,94608,5.994652406417113,1.1283422459893049,0.18822479928635147,2.962566844919786,0,0,1,0,0
-122.29,37.82,49.0,135.0,29.0,86.0,23.0,6.1183,75000.0,620,94607,5.869565217391305,1.2608695652173914,0.21481481481481482,3.739130434782609,0,0,1,0,0
-122.29,37.81,50.0,760.0,190.0,377.0,122.0,0.9011,86100.0,620,94607,6.229508196721311,1.5573770491803278,0.25,3.0901639344262297,0,0,1,0,0
-122.3,37.81,52.0,1224.0,237.0,521.0,159.0,1.1909999999999998,76100.0,620,94607,7.69811320754717,1.490566037735849,0.19362745098039216,3.2767295597484276,0,0,1,0,0
-122.3,37.81,48.0,828.0,182.0,392.0,133.0,2.5938,73500.0,620,94607,6.225563909774436,1.368421052631579,0.21980676328502416,2.9473684210526314,0,0,1,0,0
-122.3,37.81,52.0,1010.0,209.0,604.0,187.0,1.1667,78400.0,620,94607,5.401069518716578,1.1176470588235294,0.20693069306930692,3.229946524064171,0,0,1,0,0
-122.3,37.81,48.0,1455.0,354.0,788.0,332.0,0.8056,84400.0,620,94607,4.382530120481928,1.0662650602409638,0.24329896907216494,2.3734939759036147,0,0,1,0,0
-122.29,37.8,52.0,1027.0,244.0,492.0,147.0,2.6094,81300.0,620,94607,6.98639455782313,1.6598639455782314,0.23758519961051608,3.3469387755102042,0,0,1,0,0
-122.3,37.81,52.0,572.0,109.0,274.0,82.0,1.8516,85000.0,620,94607,6.975609756097561,1.329268292682927,0.19055944055944055,3.341463414634146,0,0,1,0,0
-122.29,37.81,46.0,2801.0,644.0,1823.0,611.0,0.9802,129200.0,620,94607,4.584288052373159,1.0540098199672667,0.22991788646911818,2.983633387888707,0,0,1,0,0
-122.29,37.81,26.0,768.0,152.0,392.0,127.0,1.7719,82500.0,620,94607,6.047244094488189,1.1968503937007875,0.19791666666666666,3.0866141732283463,0,0,1,0,0
-122.29,37.81,46.0,935.0,297.0,582.0,277.0,0.7286,95200.0,620,94607,3.375451263537906,1.0722021660649819,0.3176470588235294,2.101083032490975,0,0,1,0,0
-122.29,37.81,49.0,844.0,204.0,560.0,152.0,1.75,75000.0,620,94607,5.552631578947368,1.3421052631578947,0.24170616113744076,3.6842105263157894,0,0,1,0,0
-122.29,37.81,46.0,12.0,4.0,18.0,7.0,0.4999,67500.0,620,94607,1.7142857142857142,0.5714285714285714,0.3333333333333333,2.5714285714285716,0,0,1,0,0
-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,137500.0,620,94607,6.2781954887218046,1.2105263157894737,0.19281437125748502,2.180451127819549,0,0,1,0,0
-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,177500.0,620,94607,2.8177676537585423,1.0523917995444192,0.3734842360549717,1.7357630979498861,0,0,1,0,0
-122.28,37.81,36.0,2914.0,562.0,1236.0,509.0,2.4464,102100.0,620,94607,5.724950884086444,1.1041257367387034,0.1928620452985587,2.4282907662082516,0,0,1,0,0
-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,108300.0,620,94607,5.830917874396135,1.173913043478261,0.20132560066280034,3.4830917874396135,0,0,1,0,0
-122.29,37.81,23.0,1745.0,374.0,1054.0,325.0,0.8026,112500.0,620,94607,5.369230769230769,1.1507692307692308,0.21432664756446992,3.243076923076923,0,0,1,0,0
-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,131300.0,620,94607,4.412903225806452,1.135483870967742,0.2573099415204678,2.2193548387096773,0,0,1,0,0
-122.28,37.81,17.0,924.0,289.0,609.0,289.0,1.5,162500.0,620,94607,3.1972318339100347,1.0,0.31277056277056275,2.1072664359861593,0,0,1,0,0
-122.27,37.81,52.0,210.0,56.0,183.0,56.0,1.1667,112500.0,620,94612,3.75,1.0,0.26666666666666666,3.267857142857143,0,0,1,0,0
-122.28,37.81,52.0,340.0,97.0,200.0,87.0,1.5208,112500.0,620,94607,3.9080459770114944,1.1149425287356323,0.2852941176470588,2.2988505747126435,0,0,1,0,0
-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,137500.0,620,94607,2.490322580645161,1.0580645161290323,0.42487046632124353,2.232258064516129,0,0,1,0,0
-122.28,37.81,35.0,948.0,184.0,467.0,169.0,1.8088,118800.0,620,94607,5.609467455621302,1.0887573964497042,0.1940928270042194,2.7633136094674557,0,0,1,0,0
-122.28,37.81,52.0,773.0,143.0,377.0,115.0,2.4083,98200.0,620,94607,6.721739130434782,1.2434782608695651,0.18499353169469598,3.2782608695652176,0,0,1,0,0
-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,118800.0,620,94612,2.3157894736842106,1.186842105263158,0.5125,1.5315789473684212,0,0,1,0,0
-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,162500.0,620,94612,2.6515151515151514,1.0545454545454545,0.3977142857142857,1.6545454545454545,0,0,1,0,0
-122.27,37.8,10.0,105.0,42.0,125.0,39.0,0.9722,137500.0,620,94607,2.6923076923076925,1.0769230769230769,0.4,3.2051282051282053,0,0,1,0,0
-122.27,37.8,16.0,994.0,392.0,800.0,362.0,2.0938,162500.0,620,94607,2.74585635359116,1.0828729281767955,0.39436619718309857,2.2099447513812156,0,0,1,0,0
-122.28,37.8,52.0,215.0,87.0,904.0,88.0,0.8668,137500.0,620,94607,2.4431818181818183,0.9886363636363636,0.4046511627906977,10.272727272727273,0,0,1,0,0
-122.28,37.8,52.0,96.0,31.0,191.0,34.0,0.75,162500.0,620,94607,2.823529411764706,0.9117647058823529,0.3229166666666667,5.617647058823529,0,0,1,0,0
-122.27,37.79,27.0,1055.0,347.0,718.0,302.0,2.6354,187500.0,620,94607,3.493377483443709,1.1490066225165563,0.3289099526066351,2.377483443708609,0,0,1,0,0
-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,179200.0,620,94607,3.6723768736616704,1.3340471092077089,0.363265306122449,2.841541755888651,0,0,1,0,0
-122.26,37.8,36.0,5329.0,2477.0,3469.0,2323.0,2.0096,130000.0,620,94612,2.294016358157555,1.066293585880327,0.4648151623193845,1.493327593628928,0,0,1,0,0
-122.26,37.82,31.0,4596.0,1331.0,2048.0,1180.0,2.8345,183800.0,620,94611,3.8949152542372882,1.1279661016949152,0.28959965187119235,1.735593220338983,0,0,1,0,0
-122.26,37.81,29.0,335.0,107.0,202.0,91.0,2.0062,125000.0,620,94610,3.681318681318681,1.1758241758241759,0.3194029850746269,2.21978021978022,0,0,1,0,0
-122.26,37.82,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,170000.0,620,94611,2.9456,1.016,0.3449212384573601,1.6192,0,0,1,0,0
-122.26,37.82,37.0,3633.0,1085.0,1838.0,980.0,2.6104,193100.0,620,94611,3.7071428571428573,1.1071428571428572,0.29865125240847784,1.8755102040816327,0,0,1,0,0
-122.25,37.81,29.0,4656.0,1414.0,2304.0,1250.0,2.4912,257800.0,620,94610,3.7248,1.1312,0.30369415807560135,1.8432,0,0,1,0,0
-122.25,37.81,28.0,5806.0,1603.0,2563.0,1497.0,3.2177,273400.0,620,94610,3.8784235136940546,1.070808283233133,0.27609369617636925,1.7120908483633934,0,0,1,0,0
-122.25,37.81,39.0,854.0,242.0,389.0,228.0,3.125,237500.0,620,94610,3.745614035087719,1.0614035087719298,0.28337236533957844,1.706140350877193,0,0,1,0,0
-122.25,37.81,52.0,2155.0,701.0,895.0,613.0,2.5795,350000.0,620,94610,3.5154975530179446,1.1435562805872757,0.3252900232018561,1.4600326264274062,0,0,1,0,0
-122.26,37.81,34.0,5871.0,1914.0,2689.0,1789.0,2.8406,335700.0,620,94610,3.281721632196758,1.0698714365567357,0.3260091977516607,1.5030743432084963,0,0,1,0,0
-122.24,37.82,52.0,1509.0,225.0,674.0,244.0,4.9306,313400.0,680,94610,6.184426229508197,0.9221311475409836,0.14910536779324055,2.762295081967213,0,0,1,0,0
-122.24,37.81,52.0,2026.0,482.0,709.0,456.0,3.2727,268500.0,620,94610,4.442982456140351,1.0570175438596492,0.23790720631786771,1.5548245614035088,0,0,1,0,0
-122.25,37.81,52.0,1758.0,460.0,686.0,422.0,3.1691,259400.0,620,94610,4.165876777251185,1.0900473933649288,0.2616609783845279,1.6255924170616114,0,0,1,0,0
-122.24,37.82,52.0,3481.0,751.0,1444.0,718.0,3.9,275700.0,680,94610,4.848189415041783,1.0459610027855153,0.21574260270037346,2.011142061281337,0,0,1,0,0
-122.25,37.82,28.0,3337.0,855.0,1520.0,802.0,3.9063,225000.0,620,94610,4.160847880299252,1.0660847880299251,0.25621816002397363,1.8952618453865338,0,0,1,0,0
-122.25,37.82,52.0,1424.0,289.0,550.0,253.0,5.0917,262500.0,620,94610,5.628458498023716,1.1422924901185771,0.2029494382022472,2.1739130434782608,0,0,1,0,0
-122.25,37.82,32.0,3809.0,1098.0,1806.0,1022.0,2.6429,218500.0,620,94610,3.7270058708414875,1.0743639921722115,0.28826463638750327,1.7671232876712328,0,0,1,0,0
-122.25,37.82,26.0,3959.0,1196.0,1749.0,1217.0,3.0233,255000.0,620,94610,3.2530813475760065,0.9827444535743632,0.30209648901237685,1.4371405094494658,0,0,1,0,0
-122.25,37.83,52.0,2376.0,559.0,939.0,519.0,3.1484,224100.0,620,94611,4.578034682080925,1.0770712909441233,0.23526936026936027,1.8092485549132948,0,0,1,0,0
-122.25,37.83,35.0,1613.0,428.0,675.0,422.0,3.4722,243100.0,620,94611,3.822274881516588,1.014218009478673,0.2653440793552387,1.599526066350711,0,0,1,0,0
-122.25,37.83,52.0,1279.0,287.0,534.0,291.0,3.1429,231600.0,620,94611,4.3951890034364265,0.9862542955326461,0.22439405785770133,1.8350515463917525,0,0,1,0,0
-122.25,37.83,28.0,5022.0,1750.0,2558.0,1661.0,2.4234,218500.0,620,94611,3.0234798314268514,1.053582179409994,0.34846674631620866,1.5400361228175798,0,0,1,0,0
-122.25,37.83,52.0,4190.0,1105.0,1786.0,1037.0,3.0897,234100.0,620,94611,4.040501446480231,1.0655737704918034,0.2637231503579952,1.7222757955641272,0,0,1,0,0
-122.23,37.84,50.0,2515.0,399.0,970.0,373.0,5.8596,327600.0,620,94618,6.742627345844504,1.0697050938337802,0.15864811133200796,2.6005361930294906,0,0,1,0,0
-122.23,37.84,47.0,3175.0,454.0,1098.0,485.0,5.2868,347600.0,620,94618,6.546391752577319,0.9360824742268041,0.14299212598425196,2.263917525773196,0,0,1,0,0
-122.24,37.83,41.0,2576.0,406.0,794.0,376.0,5.956,366100.0,680,94611,6.851063829787234,1.0797872340425532,0.15760869565217392,2.1117021276595747,0,0,1,0,0
-122.24,37.85,37.0,334.0,54.0,98.0,47.0,4.9643,335000.0,620,94618,7.1063829787234045,1.148936170212766,0.16167664670658682,2.0851063829787235,0,0,1,0,0
-122.23,37.85,52.0,2800.0,411.0,1061.0,403.0,6.3434,373600.0,620,94618,6.947890818858561,1.0198511166253101,0.1467857142857143,2.632754342431762,0,0,1,0,0
-122.24,37.84,52.0,3529.0,574.0,1177.0,555.0,5.1773,389500.0,620,94618,6.358558558558559,1.0342342342342343,0.16265230943610087,2.120720720720721,0,0,1,0,0
-122.24,37.85,52.0,2612.0,365.0,901.0,367.0,7.2354,391100.0,620,94618,7.11716621253406,0.9945504087193461,0.139739663093415,2.455040871934605,0,0,1,0,0
-122.22,37.85,28.0,5287.0,1048.0,2031.0,956.0,5.457000000000002,337300.0,620,94611,5.5303347280334725,1.096234309623431,0.1982220540949499,2.1244769874476988,0,0,1,0,0
-122.22,37.84,50.0,2935.0,473.0,1031.0,479.0,7.5,295200.0,620,94611,6.127348643006263,0.9874739039665971,0.16115843270868824,2.152400835073069,0,0,1,0,0
-122.21,37.84,44.0,3424.0,597.0,1358.0,597.0,6.0194,292300.0,620,94611,5.735343383584589,1.0,0.174357476635514,2.274706867671692,0,0,1,0,0
-122.21,37.83,40.0,4991.0,674.0,1616.0,654.0,7.5544,411500.0,620,94611,7.631498470948012,1.0305810397553516,0.13504307753957123,2.470948012232416,0,0,1,0,0
-122.2,37.84,30.0,2211.0,346.0,844.0,343.0,6.0666,311500.0,620,94611,6.446064139941691,1.0087463556851313,0.15649027589326098,2.4606413994169096,0,0,1,0,0
-122.21,37.84,34.0,3038.0,490.0,1140.0,496.0,7.0548,325900.0,620,94611,6.125,0.9879032258064516,0.16129032258064516,2.2983870967741935,0,0,1,0,0
-122.19,37.84,18.0,1617.0,210.0,533.0,194.0,11.6017,392600.0,620,94611,8.335051546391753,1.0824742268041236,0.12987012987012986,2.747422680412371,0,0,1,0,0
-122.2,37.84,35.0,2865.0,460.0,1072.0,443.0,7.4882,319300.0,620,94611,6.467268623024831,1.0383747178329572,0.16055846422338568,2.419864559819413,0,0,1,0,0
-122.21,37.83,34.0,5065.0,788.0,1627.0,766.0,6.8976,333300.0,620,94611,6.6122715404699735,1.0287206266318538,0.15557749259624876,2.1240208877284594,0,0,1,0,0
-122.19,37.83,28.0,1326.0,184.0,463.0,190.0,8.2049,335200.0,620,94611,6.978947368421053,0.968421052631579,0.138763197586727,2.4368421052631577,0,0,1,0,0
-122.2,37.83,26.0,1589.0,223.0,542.0,211.0,8.401,351200.0,620,94611,7.530805687203792,1.0568720379146919,0.14033983637507866,2.5687203791469195,0,0,1,0,0
-122.19,37.83,29.0,1791.0,271.0,661.0,269.0,6.8538,368900.0,620,94611,6.657992565055762,1.0074349442379182,0.15131211613623674,2.45724907063197,0,0,1,0,0
-122.19,37.82,32.0,1835.0,264.0,635.0,263.0,8.317,365900.0,620,94611,6.977186311787072,1.0038022813688212,0.1438692098092643,2.414448669201521,0,0,1,0,0
-122.2,37.82,37.0,1229.0,181.0,420.0,176.0,7.0175,366700.0,620,94611,6.982954545454546,1.0284090909090908,0.14727420667209112,2.3863636363636362,0,0,1,0,0
-122.2,37.82,39.0,3770.0,534.0,1265.0,500.0,6.3302,362800.0,620,94611,7.54,1.068,0.14164456233421752,2.53,0,0,1,0,0
-122.18,37.81,30.0,292.0,38.0,126.0,52.0,6.3624,483300.0,620,94611,5.615384615384615,0.7307692307692307,0.13013698630136986,2.423076923076923,0,0,1,0,0
-122.21,37.82,52.0,2375.0,333.0,813.0,350.0,7.0549,331400.0,620,94611,6.785714285714286,0.9514285714285714,0.14021052631578948,2.322857142857143,0,0,1,0,0
-122.2,37.81,45.0,2964.0,436.0,1067.0,426.0,6.7851,323500.0,620,94602,6.957746478873239,1.0234741784037558,0.14709851551956815,2.504694835680751,0,0,1,0,0
-122.21,37.8,50.0,2833.0,605.0,1260.0,552.0,2.8929,216700.0,620,94602,5.132246376811594,1.0960144927536233,0.21355453582774445,2.282608695652174,0,0,1,0,0
-122.21,37.8,38.0,2254.0,535.0,951.0,487.0,3.0812,233100.0,620,94602,4.628336755646817,1.0985626283367556,0.23735581188997337,1.9527720739219712,0,0,1,0,0
-122.21,37.81,52.0,1389.0,212.0,510.0,224.0,5.2402,296400.0,620,94602,6.200892857142857,0.9464285714285714,0.15262778977681785,2.2767857142857144,0,0,1,0,0
-122.22,37.81,52.0,1971.0,335.0,765.0,308.0,6.5217,273700.0,620,94602,6.39935064935065,1.0876623376623376,0.16996448503297817,2.4837662337662336,0,0,1,0,0
-122.22,37.8,52.0,2183.0,465.0,1129.0,460.0,3.2632,227700.0,620,94602,4.745652173913044,1.0108695652173914,0.21300961978928082,2.4543478260869565,0,0,1,0,0
-122.22,37.8,52.0,2286.0,464.0,1073.0,441.0,3.0298,199600.0,620,94602,5.183673469387755,1.0521541950113378,0.20297462817147857,2.433106575963719,0,0,1,0,0
-122.22,37.8,52.0,2721.0,541.0,1185.0,515.0,4.5428,239800.0,620,94602,5.283495145631068,1.050485436893204,0.1988239617787578,2.3009708737864076,0,0,1,0,0
-122.22,37.81,52.0,2024.0,339.0,756.0,340.0,4.072,270100.0,620,94602,5.952941176470588,0.9970588235294118,0.1674901185770751,2.223529411764706,0,0,1,0,0
-122.22,37.81,52.0,2944.0,536.0,1034.0,521.0,5.3509,302100.0,620,94602,5.65067178502879,1.0287907869481765,0.18206521739130435,1.9846449136276392,0,0,1,0,0
-122.23,37.8,52.0,2033.0,486.0,787.0,459.0,3.1603,269500.0,620,94602,4.429193899782135,1.0588235294117647,0.23905558288243975,1.7145969498910676,0,0,1,0,0
-122.23,37.81,52.0,1433.0,229.0,612.0,213.0,4.7708,314700.0,620,94610,6.727699530516432,1.0751173708920188,0.159804605722261,2.8732394366197185,0,0,1,0,0
